"","ENTREZID","SYMBOL"
"17348","67330","1700047M11Rik"
"17349","239667","Dip2b"
"17350","320299","Iqcb1"
"17351","67474","Snap29"
"17352","76561","Snx7"
"17353","72330","Klhl40"
"17354","402773","D030018L15Rik"
"17355","22051","Trip6"
"17356","17240","Mdfi"
"17357","13863","Lcn5"
"17358","26415","Mapk13"
"17359","235612","Fbxw19"
"17360","23825","Banf1"
"17361","19693","Reg2"
"17362","69934","Trmt10b"
"17363","73561","1700097M23Rik"
"17364","73680","Zbtb8a"
"17365","73388","Bpifa3"
"17366","320999","9530019H20Rik"
"17367","70568","Cpne3"
"17368","104362","Meig1"
"17369","67583","4930442L01Rik"
"17370","13505","Dsc1"
"17371","105245474","Gm40923"
"17372","105246062","D330022H12Rik"
"17373","66844","Ormdl2"
"17374","73703","Dppa2"
"17375","16515","Kcnj12"
"17376","18142","Npas1"
"17377","215280","Wipf1"
"17378","68521","Entrep3"
"17379","271127","Adamts16"
"17380","109202","A930024E05Rik"
"17381","104750","AI035719"
"17382","15929","Idh3g"
"17383","18155","Pnoc"
"17384","227700","Sh3glb2"
"17385","140474","Muc4"
"17386","207425","Wdr11"
"17387","72047","Ddx42"
"17388","57781","Cd200r1"
"17389","97287","Mtmr14"
"17390","16679","Krt86"
"17391","17873","Gadd45b"
"17392","101565","Ccp110"
"17393","74571","Kcnk16"
"17394","20388","Sftpb"
"17395","66158","Rtl8a"
"17396","66758","Zfp474"
"17397","234671","Ces2c"
"17398","108946","Zzz3"
"17399","11699","Ambp"
"17400","102641103","Gm38532"
"17401","329064","Pkd2l1"
"17402","12297","Cacnb3"
"17403","71810","Ranbp3"
"17404","26904","Sh2d1b1"
"17405","100040249","Krtap20-1"
"17406","78308","Gpr108"
"17407","75426","Igfbpl1"
"17408","330230","Zfp853"
"17409","21810","Tgfbi"
"17410","15412","Hoxb4"
"17411","68146","Arl13b"
"17412","102631612","E130101E03Rik"
"17413","105281","AU019796"
"17414","27361","Msrb1"
"17415","269629","Lhfpl3"
"17416","100931","AW125646"
"17417","13423","Dnase2a"
"17418","66136","Polr1h"
"17419","264064","Cdk8"
"17420","74140","Tm9sf1"
"17421","106347","Ildr1"
"17422","244723","Olfm2"
"17423","243547","Grip2"
"17424","72987","2900057C01Rik"
"17425","224432","Scaf4"
"17426","77463","C030014O09Rik"
"17427","21849","Trim28"
"17428","170741","Pilrb1"
"17429","70425","Csnk1g3"
"17430","18223","Numbl"
"17431","68598","Dnajc8"
"17432","230991","Fndc10"
"17433","73708","Dppa3"
"17434","19649","Robo3"
"17435","69504","Zfp932"
"17436","13038","Ctsk"
"17437","13097","Cyp2c38"
"17438","78767","Efcab11"
"17439","23970","Pacsin2"
"17440","75625","Mageh1"
"17441","246196","Zfp277"
"17442","67149","Nkain1"
"17443","229699","Slc16a4"
"17444","72615","Anks3"
"17445","12655","Chil3"
"17446","19332","Rab20"
"17447","70992","4931407E12Rik"
"17448","620078","Sp140l2"
"17449","228785","Mylk2"
"17450","103729","AI450353"
"17451","14191","Fgr"
"17452","67184","Ndufa13"
"17453","12608","Cebpb"
"17454","105244023","Gm37336"
"17455","235130","Adamts15"
"17456","71523","8430429K09Rik"
"17457","27801","Zdhhc8"
"17458","70083","Metrn"
"17459","97129","C76876"
"17460","71122","4933408N05Rik"
"17461","22320","Vamp8"
"17462","235674","Acaa1b"
"17463","232798","Leng8"
"17464","69361","Cypt3"
"17465","20692","Sparc"
"17466","13001","Csnk2b"
"17467","232784","Zfp212"
"17468","75755","9030420N05Rik"
"17469","14960","H2-Aa"
"17470","68972","Tatdn3"
"17471","73693","Dppa4"
"17472","51789","Tnk2"
"17473","74864","4930449E01Rik"
"17474","210973","Kbtbd2"
"17475","69578","2310016G11Rik"
"17476","22596","Xrcc5"
"17477","216150","Cdc34"
"17478","21419","Tfap2b"
"17479","211484","Tsga10"
"17480","320024","Nceh1"
"17481","14042","Ext1"
"17482","108900","Fam72a"
"17483","22068","Trpc6"
"17484","19378","Aldh1a2"
"17485","226255","Atrnl1"
"17486","231602","P2rx2"
"17487","319665","A430010J10Rik"
"17488","29866","Cabp2"
"17489","67338","Rffl"
"17490","14460","Gata1"
"17491","18618","Pemt"
"17492","70683","Utp20"
"17493","231832","Tmem184a"
"17494","71874","Mab21l4"
"17495","67988","Tmx3"
"17496","330721","Nek5"
"17497","15171","Hcrt"
"17498","77633","4930594C11Rik"
"17499","69952","Tunar"
"17500","19011","Endou"
"17501","73381","Cmtm2a"
"17502","73158","Larp1"
"17503","212114","Nhlrc3"
"17504","76859","4921518B13Rik"
"17505","76939","2510042H12Rik"
"17506","18429","Oxt"
"17507","11572","Crisp3"
"17508","76574","Mfsd2a"
"17509","76482","Rmc1"
"17510","574402","Gpr17"
"17511","67671","Rpl38"
"17512","69884","2010300F17Rik"
"17513","68618","Eola1"
"17514","320661","D5Ertd579e"
"17515","53424","Tsnax"
"17516","228366","Large2"
"17517","72946","Lrrc47"
"17518","212123","Dcaf15"
"17519","108062","Cstf2"
"17520","14428","Galr2"
"17521","108832","Tmem74b"
"17522","75275","Tmco5b"
"17523","242521","Klhl9"
"17524","71157","4933423K11Rik"
"17525","241732","Tspyl3"
"17526","15964","Ifna11"
"17527","402728","Pax6os1"
"17528","73723","Sh3bgrl3"
"17529","109652","Acy1"
"17530","68938","Aspscr1"
"17531","59049","Slc22a17"
"17532","106335","AU021884"
"17533","320082","Fbxw21"
"17534","56356","Gltp"
"17535","73671","Sult6b1"
"17536","75678","Ippk"
"17537","243897","Ggn"
"17538","20775","Sqle"
"17539","433809","Rnf207"
"17540","319673","9330159M07Rik"
"17541","53878","Semg1"
"17542","19752","Rnase1"
"17543","242939","Cpz"
"17544","73212","3110082I17Rik"
"17545","14809","Grik5"
"17546","102462","Imp3"
"17547","241589","D430041D05Rik"
"17548","230234","Abitram"
"17549","68846","Rnf208"
"17550","27222","Atp1a4"
"17551","503691","A030001O10Rik"
"17552","74622","4930429F11Rik"
"17553","16616","Klk1b21"
"17554","140795","P2ry14"
"17555","103284","Zc3h10"
"17556","58207","Slc43a3"
"17557","103405","4932439E07Rik"
"17558","105395","AW742635"
"17559","329093","Cpa6"
"17560","23994","Dazap2"
"17561","68499","Mrpl53"
"17562","224823","Rrp36"
"17563","66836","Tmem223"
"17564","252876","Gin1"
"17565","18567","Pdcd2"
"17566","170786","Cd209a"
"17567","11432","Acp2"
"17568","93884","Pcdhb13"
"17569","65116","Prrg2"
"17570","71169","Nbas"
"17571","207740","Ubald1"
"17572","24083","Natd1"
"17573","56451","Suclg1"
"17574","108123","Napg"
"17575","72033","Tsc22d2"
"17576","19414","Rasa3"
"17577","66532","Rep15"
"17578","69017","Prrt2"
"17579","58522","Trim54"
"17580","22590","Xpa"
"17581","235623","Scap"
"17582","320825","Samd5"
"17583","75528","Tex29"
"17584","51887","D2Ertd397e"
"17585","59310","Myl10"
"17586","67804","Snx2"
"17587","16644","Kng1"
"17588","113856","Vmn1r46"
"17589","240614","Ranbp6"
"17590","67141","Fbxo5"
"17591","668224","Gm9054"
"17592","171580","Mical1"
"17593","102636203","4930519L02Rik"
"17594","72169","Trim29"
"17595","67145","Tomm34"
"17596","327780","4933439G19Rik"
"17597","56515","Rnf138"
"17598","244879","Npat"
"17599","654469","Gm17753"
"17600","74149","Zfp946"
"17601","319713","Ablim3"
"17602","381318","Nsl1"
"17603","18438","P2rx4"
"17604","223776","Selenoo"
"17605","280635","Emilin3"
"17606","212516","Efcab12"
"17607","13667","Eif2b4"
"17608","241274","Pnpla7"
"17609","75125","4930513O06Rik"
"17610","69299","Asb9"
"17611","28250","Slco1a4"
"17612","100177","Zmym6"
"17613","66570","Cenpm"
"17614","210009","Mtrr"
"17615","75209","Sv2c"
"17616","112403","Dxo"
"17617","225608","Sh3tc2"
"17618","170744","Tlr8"
"17619","268756","Gulo"
"17620","100313514","Gm9757"
"17621","105247247","Gm12762"
"17622","13796","Emx1"
"17623","72432","Spink5"
"17624","101985","Usb1"
"17625","20927","Abcc8"
"17626","77363","9530004P13Rik"
"17627","77976","Nuak1"
"17628","56330","Pdcd5"
"17629","224907","Dus3l"
"17630","75138","4930526L06Rik"
"17631","386454","Rnf39"
"17632","21340","Taf1b"
"17633","69780","Smap2"
"17634","20716","Serpina3n"
"17635","320566","A830029E22Rik"
"17636","22185","U2af2"
"17637","66118","Sarnp"
"17638","237887","Slfn10-ps"
"17639","14588","Gfra4"
"17640","72854","2900034C19Rik"
"17641","15001","H2-Oa"
"17642","75477","Pfn3"
"17643","101494","AI132709"
"17644","140559","Igsf8"
"17645","15985","Cd79b"
"17646","67891","Rpl4"
"17647","57442","Kcne3"
"17648","69066","1810010H24Rik"
"17649","15452","Hprt1"
"17650","72512","Sting1"
"17651","66580","Esf1"
"17652","79043","Spsb3"
"17653","12957","Cryba1"
"17654","106512","Gpsm3"
"17655","68098","Rchy1"
"17656","228677","Sptlc3"
"17657","14063","F2rl1"
"17658","75276","Ppp1r1c"
"17659","216157","Tmem259"
"17660","74309","Osbp2"
"17661","259279","Tubgcp3"
"17662","20770","Mucl2"
"17663","15451","Hpn"
"17664","19988","Rpl6"
"17665","11556","Adrb3"
"17666","110172","Slc35b1"
"17667","73451","Zfp763"
"17668","71164","Zdhhc11"
"17669","52607","D10Ertd447e"
"17670","52715","Ccdc43"
"17671","105246370","Gm29200"
"17672","67130","Ndufa6"
"17673","21356","Tapbp"
"17674","57269","Or4e5"
"17675","102635682","Gm14198"
"17676","431706","Zfp457"
"17677","14450","Gart"
"17678","403172","Defb21"
"17679","233805","Dcun1d3"
"17680","18033","Nfkb1"
"17681","73353","Actrt2"
"17682","14967","H2-D4"
"17683","233168","AI987944"
"17684","18991","Pou3f1"
"17685","83560","Tex14"
"17686","26361","Avpr1b"
"17687","17221","Cd46"
"17688","12902","Cr2"
"17689","239027","Arhgap22"
"17690","72122","2010308F09Rik"
"17691","75642","Spata25"
"17692","101557","AI415467"
"17693","103236","Csnk1g2"
"17694","225004","Pcare"
"17695","140703","Emid1"
"17696","328231","Gm5082"
"17697","75472","Cfap126"
"17698","78107","4930425F17Rik"
"17699","81897","Tlr9"
"17700","18583","Pde7a"
"17701","102540","AI480624"
"17702","78938","Fbxo34"
"17703","100043133","Zfp696"
"17704","70314","Rabep2"
"17705","12096","Bglap"
"17706","67092","Gatm"
"17707","77942","A930006A01Rik"
"17708","227630","Lcn11"
"17709","21922","Clec3b"
"17710","12775","Ccr7"
"17711","116621581","Derpc"
"17712","74145","F13a1"
"17713","72075","Ogfr"
"17714","72431","Ceacam18"
"17715","21652","Phf1"
"17716","106073","Mfsd5"
"17717","56410","Cbln3"
"17718","29846","Or13c7b"
"17719","74536","9030409C19Rik"
"17720","66203","Lce1m"
"17721","96979","Ptges2"
"17722","30955","Pik3cg"
"17723","268741","Tox4"
"17724","378460","Pram1"
"17725","223262","Timm8a2"
"17726","74004","Jakmip3"
"17727","66637","Tsen15"
"17728","69456","Commd10"
"17729","68074","A930013F10Rik"
"17730","235712","Mrgpra2b"
"17731","15006","H2-Q1"
"17732","64085","Clstn2"
"17733","26432","Plod2"
"17734","432467","Hnrnph3"
"17735","224273","Crybg3"
"17736","11565","Adss1"
"17737","52658","D10Ertd638e"
"17738","93897","Fzd10"
"17739","73004","2900078I11Rik"
"17740","58988","Rps6kb2"
"17741","246221","Mpst"
"17742","105653","Phyhip"
"17743","26429","Orc5"
"17744","407821","Znrf3"
"17745","102991","Ezhip"
"17746","16842","Lef1"
"17747","278672","Duxbl1"
"17748","19156","Psap"
"17749","319660","Agmo"
"17750","242702","Myom3"
"17751","68800","Prr32"
"17752","381319","Batf3"
"17753","21378","Tbrg3"
"17754","235534","Pxylp1"
"17755","209692","Dhtkd1"
"17756","277414","Trp53i11"
"17757","214305","Hhipl1"
"17758","110157","Raf1"
"17759","333564","Fndc3c1"
"17760","52268","D5Ertd422e"
"17761","66515","Cul7"
"17762","71832","Csl"
"17763","74025","Nphp3"
"17764","433466","Jmjd7"
"17765","74696","4930519A11Rik"
"17766","72844","Kctd17"
"17767","68877","Maf1"
"17768","55988","Snx12"
"17769","73532","Nudt16l2"
"17770","67199","Pfdn1"
"17771","52144","D7Ertd661e"
"17772","381404","Pabpc1l"
"17773","16867","Lhcgr"
"17774","235067","Cypt4"
"17775","24000","Ptpn21"
"17776","13006","Smc3"
"17777","22658","Pcgf2"
"17778","22751","Zfp90"
"17779","76157","Slc35d3"
"17780","208144","Dhx37"
"17781","217356","Tmc8"
"17782","140918","Slc7a12"
"17783","106974","AU015858"
"17784","52462","D10Ertd43e"
"17785","20815","Srpk1"
"17786","72308","Brf1"
"17787","56488","Nxt1"
"17788","21754","Tesk1"
"17789","75830","4930544L18Rik"
"17790","80893","Tmprss5"
"17791","223722","Mcat"
"17792","74707","4930521G14Rik"
"17793","78741","9530086O07Rik"
"17794","14104","Fasn"
"17795","67702","Rnf149"
"17796","71773","Ugt2b1"
"17797","105246973","4833439F03Rik"
"17798","76214","6430710M23Rik"
"17799","98256","Kmo"
"17800","629147","Ctxn3"
"17801","71897","Lypd6b"
"17802","70901","4921524L21Rik"
"17803","57294","Rps27"
"17804","353502","Hcfc1r1"
"17805","71082","4933416M07Rik"
"17806","73341","Arhgef6"
"17807","209760","Tmc7"
"17808","102635904","Gm33122"
"17809","226525","Rasal2"
"17810","320757","A630052C17Rik"
"17811","237175","Adgrg2"
"17812","77914","Krtap17-1"
"17813","69030","1810006J02Rik"
"17814","269261","Rpl12"
"17815","237542","Osbpl8"
"17816","244238","Mrgpre"
"17817","545192","Baiap3"
"17818","16580","Kifc5b"
"17819","17119","Mxd1"
"17820","12502","Cd3g"
"17821","16518","Kcnj2"
"17822","237898","Usp32"
"17823","70247","Psmd1"
"17824","217980","Larp4b"
"17825","72556","Zfp566"
"17826","20872","Stk16"
"17827","226151","Slf2"
"17828","252868","Odf4"
"17829","75111","4930512H18Rik"
"17830","14276","Folr2"
"17831","19698","Relb"
"17832","18129","Notch2"
"17833","50755","Fbh1"
"17834","52551","Sgta"
"17835","100683","Trrap"
"17836","20415","Shbg"
"17837","233405","Vps33b"
"17838","71787","Trnau1ap"
"17839","12814","Col11a1"
"17840","622404","Ccdc107"
"17841","22226","Ucn"
"17842","225791","Ptgr3"
"17843","319743","9630013D21Rik"
"17844","99236","AU044856"
"17845","102633239","4930573G07Rik"
"17846","224691","Zfp472"
"17847","57875","Angptl4"
"17848","70457","2610303G11Rik"
"17849","68431","Fbxl15"
"17850","14979","Hsd17b8"
"17851","18440","P2rx6"
"17852","71174","4933416M06Rik"
"17853","68250","Ciao2a"
"17854","73689","Bloc1s2"
"17855","320118","Fbxl13"
"17856","74486","Osbpl10"
"17857","70337","Iyd"
"17858","56412","Noa1"
"17859","96953","C76793"
"17860","72507","Dzip1l"
"17861","78575","B430319G15Rik"
"17862","71330","Rcbtb1"
"17863","64143","Ralb"
"17864","213019","Pdlim2"
"17865","27061","Bcap31"
"17866","270156","Nkapd1"
"17867","233065","Alkbh6"
"17868","67690","Prss37"
"17869","71962","Castor1"
"17870","23983","Pcbp1"
"17871","69592","Odam"
"17872","73902","Psmb11"
"17873","226409","Zranb3"
"17874","66078","Tsen34"
"17875","226414","Dars1"
"17876","71336","Rbks"
"17877","12353","Car6"
"17878","22172","Tyms-ps"
"17879","240354","Malt1"
"17880","81799","C1qtnf3"
"17881","319998","Tmem198"
"17882","226957","Gm4850"
"17883","107766","Haao"
"17884","74448","Arl13a"
"17885","22373","Wap"
"17886","108687","Edem2"
"17887","72665","2810039B14Rik"
"17888","13114","Cyp3a16"
"17889","245350","AA414768"
"17890","19051","Ppp1r17"
"17891","20028","Pdc"
"17892","102635903","4930424E08Rik"
"17893","21463","Tcp11"
"17894","239114","Il17d"
"17895","320292","Rasgef1b"
"17896","50775","Krtap5-4"
"17897","55994","Smad9"
"17898","353287","Clec18a"
"17899","66176","Nat9"
"17900","621998","Gm6277"
"17901","574403","Insyn2b"
"17902","15528","Hspe1"
"17903","93737","Pard6g"
"17904","73495","Samt3"
"17905","207182","Ggt7"
"17906","78334","Cdk19"
"17907","68364","0610030E20Rik"
"17908","194597","Tmprss11a"
"17909","57435","Plin4"
"17910","12323","Camk2b"
"17911","56860","Or52b1"
"17912","69314","Izumo3"
"17913","19024","Ppfibp2"
"17914","66456","2810001G20Rik"
"17915","100342","Tent5b"
"17916","16613","Klk1b11"
"17917","75079","Zbtb49"
"17918","79459","Aldoart2"
"17919","57811","Rgr"
"17920","93695","Gpnmb"
"17921","12000","Avpr2"
"17922","213603","Slc44a3"
"17923","625638","Fam43b"
"17924","268857","Nlrc3"
"17925","72269","Cda"
"17926","109344","E130215H24Rik"
"17927","105602","AU022240"
"17928","78758","4921518K17Rik"
"17929","56349","Net1"
"17930","77741","6720483E21Rik"
"17931","14620","Gjb3"
"17932","100038402","BC025933"
"17933","23937","Mab21l2"
"17934","68591","Mocos"
"17935","319208","4930403D09Rik"
"17936","66443","Tnfaip8l1"
"17937","16820","Lcn3"
"17938","73754","Thap1"
"17939","328234","Rnf182"
"17940","100504734","Gm16794"
"17941","66682","Trappc5"
"17942","68251","Babam1"
"17943","228850","Ralgapb"
"17944","71149","Tex52"
"17945","12929","Crkl"
"17946","332993","Gm5129"
"17947","70036","Dancr"
"17948","16176","Il1b"
"17949","114774","Pawr"
"17950","209488","Hsh2d"
"17951","100502698","Rubcn"
"17952","20103","Rps5"
"17953","30923","Foxe3"
"17954","14058","F10"
"17955","76491","Abhd14b"
"17956","67765","5830432E09Rik"
"17957","75942","4930584F24Rik"
"17958","13445","Cdk2ap1"
"17959","74015","Fcho1"
"17960","13347","Dffa"
"17961","216445","Arhgap9"
"17962","74481","Batf2"
"17963","57373","Akip1"
"17964","75939","4930579G24Rik"
"17965","381410","Zfp408"
"17966","69664","Krtap1-5"
"17967","58867","Syngr4"
"17968","210933","Adgrb3"
"17969","14531","Gcm1"
"17970","232714","Mgam"
"17971","102954","Nudt10"
"17972","12418","Cbx4"
"17973","78154","4930430O22Rik"
"17974","14563","Gdf5"
"17975","100502668","Gm19313"
"17976","20610","Sumo3"
"17977","72297","B3gnt3"
"17978","108797","Mex3b"
"17979","73989","4930452G13Rik"
"17980","67587","Cdk19os"
"17981","20526","Slc2a2"
"17982","73034","2900064B16Rik"
"17983","243300","Nyap1"
"17984","106672","Smim29"
"17985","78339","Ttyh3"
"17986","70719","Arhgap45"
"17987","101543","Wtip"
"17988","66113","Apoa5"
"17989","74776","Ppa2"
"17990","56092","Cts7"
"17991","27226","Pla2g7"
"17992","218102","4930558J22Rik"
"17993","18557","Cdk18"
"17994","12424","Cck"
"17995","100042493","Ccl21b"
"17996","15254","Hint1"
"17997","70955","4931403M11Rik"
"17998","229534","Pbxip1"
"17999","57312","Mrps31"
"18000","16453","Jak3"
"18001","93841","Uchl4"
"18002","218030","Pou6f2"
"18003","215384","Fcgbp"
"18004","70575","Gfod2"
"18005","353169","Slc2a12"
"18006","75833","4930532I03Rik"
"18007","19891","Rpa2"
"18008","72136","Chst14"
"18009","380712","Tlcd2"
"18010","67666","Hapln3"
"18011","58170","Asic5"
"18012","320054","9230116N13Rik"
"18013","66338","Cdrt4"
"18014","71831","Iqcm"
"18015","20731","Spink4"
"18016","74673","Spdye4a"
"18017","102920","Cenpi"
"18018","70753","6330415B21Rik"
"18019","78634","Spaca7"
"18020","18548","Pcsk1"
"18021","71775","Inhca"
"18022","21755","Prss39"
"18023","76629","Tmem270"
"18024","67564","Tmem35a"
"18025","12416","Cbx2"
"18026","228642","Paral1"
"18027","12747","Clk1"
"18028","243937","Zfp536"
"18029","67603","Dusp6"
"18030","71165","4933421D24Rik"
"18031","77829","A930036K24Rik"
"18032","20535","Slc4a2"
"18033","27762","Vwa7"
"18034","77669","Arhgef38"
"18035","227622","Paxx"
"18036","209232","Wfdc5"
"18037","66627","Ogfod2"
"18038","229588","Gm128"
"18039","191578","Helq"
"18040","22445","Xlr3a"
"18041","20454","St3gal5"
"18042","227720","Nup214"
"18043","19730","Ralgds"
"18044","18126","Nos2"
"18045","224860","Plcl2"
"18046","100042332","Reno1"
"18047","12617","Cenpc1"
"18048","83434","Rsph6a"
"18049","76900","Ssbp4"
"18050","77106","Tmem181a"
"18051","68859","Smim1"
"18052","232983","Cxcl17"
"18053","216377","Gm38403"
"18054","71566","Clmp"
"18055","72560","Naalad2"
"18056","546071","Mast3"
"18057","66488","Fam136a"
"18058","19356","Rad17"
"18059","21683","Tecta"
"18060","442807","D630036G22Rik"
"18061","71041","Pcgf6"
"18062","243996","4933405O20Rik"
"18063","100124675","Trbv13-2"
"18064","329977","Fhad1"
"18065","83490","Pik3ap1"
"18066","102640387","Gm36457"
"18067","278180","Vsig4"
"18068","74078","4933412L11Rik"
"18069","11806","Apoa1"
"18070","73303","Bcas1os2"
"18071","75033","Mei4"
"18072","112415","Zfp607b"
"18073","68584","1110020C17Rik"
"18074","69165","Cd209b"
"18075","75788","Smurf1"
"18076","54131","Irf3"
"18077","227094","Nemp2"
"18078","14247","Fli1"
"18079","17921","Myo7a"
"18080","102638647","Gm35161"
"18081","192159","Prpf8"
"18082","319572","C730027H18Rik"
"18083","100042757","Gm4013"
"18084","16680","Krt84"
"18085","26946","Trpc7"
"18086","381605","Tbc1d2"
"18087","329480","Wt1os"
"18088","53906","Phgr1"
"18089","56215","Acin1"
"18090","60505","Il21"
"18091","320919","A230107N01Rik"
"18092","207742","Rnf43"
"18093","241525","Ypel4"
"18094","78076","Lcn8"
"18095","68259","Ift80"
"18096","75377","4930597G03Rik"
"18097","74206","Sipa1l3"
"18098","70789","Kynu"
"18099","20860","Sult1e1"
"18100","22346","Vhl"
"18101","73326","4932702P03Rik"
"18102","380997","Cyp2d12"
"18103","327768","A330049N07Rik"
"18104","72692","Hnrnpll"
"18105","76453","Prss23"
"18106","20763","Sprr2i"
"18107","70612","Tmem230"
"18108","381694","B3glct"
"18109","77683","Ehmt1"
"18110","12640","Cga"
"18111","140476","Strc"
"18112","667118","Zbed6"
"18113","72230","Zfp558"
"18114","69807","Trim32"
"18115","24069","Sufu"
"18116","327963","Zfp616"
"18117","110842","Etfa"
"18118","74777","Selenon"
"18119","245038","Dclk3"
"18120","104776","Aldh6a1"
"18121","12339","Capn7"
"18122","18655","Pgk1"
"18123","11298","Aanat"
"18124","70120","Yars2"
"18125","381201","Ap5b1"
"18126","71841","Tcp11x2"
"18127","225020","Fez2"
"18128","12671","Chrm3"
"18129","226407","Rab3gap1"
"18130","100041660","Gm3458"
"18131","319477","Insyn1"
"18132","75781","4930422C21Rik"
"18133","70484","Slc35d2"
"18134","69332","Lelp1"
"18135","237625","Pla2g3"
"18136","70375","Ica1l"
"18137","102639656","Gm35915"
"18138","71162","4933421I07Rik"
"18139","11448","Chrne"
"18140","74954","4930503E14Rik"
"18141","69192","Dhx16"
"18142","110956","D17H6S56E-5"
"18143","215714","Gm4793"
"18144","97147","C78516"
"18145","71223","Gpr15"
"18146","20641","Snrpd1"
"18147","21684","Tectb"
"18148","69106","Stoml1"
"18149","70886","4921515E04Rik"
"18150","13395","Dlx5"
"18151","76567","1700012E03Rik"
"18152","69702","Ndufaf1"
"18153","70571","Tcerg1l"
"18154","78586","Srbd1"
"18155","109246","Tspan9"
"18156","13167","Dbi"
"18157","105246278","B230354K17Rik"
"18158","75867","4930507A01Rik"
"18159","18140","Uhrf1"
"18160","76773","Ntaq1"
"18161","101918","BB144871"
"18162","54631","Nphs1"
"18163","64452","Slc5a4a"
"18164","216818","Gm4802"
"18165","77220","Tmem200a"
"18166","212073","Syne3"
"18167","73542","Tssk5"
"18168","68635","1110025M09Rik"
"18169","102640117","Gm15201"
"18170","75148","4930545H06Rik"
"18171","52222","D7Ertd128e"
"18172","56354","Dnajc7"
"18173","73186","3110045A19Rik"
"18174","75698","Shld2"
"18175","102632039","Gm30214"
"18176","69382","H2bl1"
"18177","76220","6530402F18Rik"
"18178","68475","Ssna1"
"18179","66151","Prr13"
"18180","239099","Homez"
"18181","223696","Tomm22"
"18182","14231","Fkbp7"
"18183","67749","Mgarp"
"18184","105782","Scrib"
"18185","102634072","Gm38457"
"18186","21828","Thbs4"
"18187","14261","Fmo1"
"18188","227737","Niban2"
"18189","227485","Cdh19"
"18190","19060","Ppp5c"
"18191","97859","C77681"
"18192","192885","BC005512"
"18193","77744","Bora"
"18194","109093","Rars2"
"18195","103354","AU021720"
"18196","11811","Apobec2"
"18197","23943","Esyt1"
"18198","77809","Lrrc42"
"18199","16576","Kif7"
"18200","109889","Mzf1"
"18201","108168293","C030010L15Rik"
"18202","94280","Sfxn3"
"18203","239436","Slc30a8"
"18204","105188","AI481207"
"18205","228770","Rspo4"
"18206","20317","Serpinf1"
"18207","69482","Nup35"
"18208","71682","Wdr27"
"18209","52552","Parp8"
"18210","69957","Cdc16"
"18211","74405","Efhc2"
"18212","77547","8030498B09Rik"
"18213","216821","Tmem11"
"18214","16549","Khsrp"
"18215","241296","Lrrc8a"
"18216","74366","4932422M17Rik"
"18217","105592","AU018466"
"18218","11614","Nr0b1"
"18219","101706","Numa1"
"18220","75974","Dock11"
"18221","329559","Zfp335"
"18222","70507","5730411F24Rik"
"18223","20700","Serpina1a"
"18224","381633","Nicol1"
"18225","107528","Magee1"
"18226","228966","Ppp1r3d"
"18227","20964","Syn1"
"18228","75025","4930473O22Rik"
"18229","66574","2510017J16Rik"
"18230","58202","Nelfb"
"18231","94254","Rcc1l"
"18232","277360","Prex1"
"18233","14917","Gucy2c"
"18234","78304","Naa38"
"18235","17060","Blnk"
"18236","210198","Gprc6a"
"18237","225923","Oosp3"
"18238","241490","Rbm45"
"18239","72054","Cyp4f18"
"18240","100134986","Gm15498"
"18241","70962","4922502N22Rik"
"18242","77980","Sbf1"
"18243","56874","Rnf32"
"18244","20022","Polr2j"
"18245","14127","Fcer1g"
"18246","65111","Dap3"
"18247","22143","Tuba1b"
"18248","244448","Triml1"
"18249","72391","Cdkn3"
"18250","14241","Foxl1"
"18251","14208","Ppm1g"
"18252","12480","Cd1d2"
"18253","15466","Hrh2"
"18254","71536","8430437O03Rik"
"18255","106583","Scaf8"
"18256","26431","Git2"
"18257","70004","1700028J19Rik"
"18258","320436","C030009J22Rik"
"18259","105242750","Gm38882"
"18260","319851","A230107O07Rik"
"18261","18365","Or51b6"
"18262","381549","Zfp69"
"18263","73238","3110049I03Rik"
"18264","70458","2610318N02Rik"
"18265","76871","4930422N03Rik"
"18266","27878","Tada1"
"18267","13653","Egr1"
"18268","57260","Ltb4r2"
"18269","52318","D1Ertd448e"
"18270","71647","4930447N08Rik"
"18271","73919","Lyrm1"
"18272","69542","2300002M23Rik"
"18273","231287","Atp10d"
"18274","17749","Polr2k"
"18275","52334","D7Ertd481e"
"18276","18733","Pirb"
"18277","113859","Vmn1r29"
"18278","74197","Gtf2e1"
"18279","102633149","9430053O09Rik"
"18280","17071","Ly6f"
"18281","80385","Tusc2"
"18282","16071","Igkc"
"18283","96872","C77651"
"18284","17217","Mcm4"
"18285","380711","Rap1gap2"
"18286","105245562","1700037F03Rik"
"18287","53954","W77162"
"18288","102634351","Gm31953"
"18289","675947","Gm9195"
"18290","51811","Clec4f"
"18291","77112","5930427J20Rik"
"18292","102639606","Gm35878"
"18293","214253","Etnk2"
"18294","107094","Rrp12"
"18295","14744","Gpr65"
"18296","381853","Gipr"
"18297","320847","D330040H18Rik"
"18298","68276","Toe1"
"18299","12299","Cacng1"
"18300","319253","9630030I15Rik"
"18301","97616","C86400"
"18302","19352","Rabggtb"
"18303","73616","Pldi"
"18304","12905","Cradd"
"18305","110135","Fgb"
"18306","69123","Eci3"
"18307","66991","Khdc3"
"18308","71342","5430434I15Rik"
"18309","320646","6030439D06Rik"
"18310","72935","Ddx41"
"18311","69857","1810053B23Rik"
